ID,DISCOURSE,ORGANIZATION,GRAMMAR,MECHANICS,LENGTH,score,score2
RESPONSE_23,5.52146091786225,-0.189736659610103,-0.189736659610103,4.6080000000000005,250,3,3
RESPONSE_24,5.56260286119342,-0.107314094038344,-0.061957821080879,4.41458733205374,521,4,4
RESPONSE_25,5.65248918026865,-0.102597835208515,-0.0837707816583391,4.3754385964912315,570,4,4
RESPONSE_26,4.98360662170834,-0.154830884321333,-0.24828176658071,4.48972602739726,292,3,4
RESPONSE_27,5.541263545158429,-0.0990147542976674,-0.276533159377486,4.65490196078431,510,4,4
RESPONSE_28,5.95064255258773,-0.169250800096582,-0.22821773229381895,4.30989583333333,384,4,4
RESPONSE_29,5.2704321630585005,-0.189709560179898,0.0,4.45501285347044,389,4,4
RESPONSE_30,5.7021144175555,-0.0817177846445437,0.0,4.56093489148581,599,4,4
RESPONSE_31,5.105945473900579,-0.239949489634293,-0.205971460217775,4.43030303030303,330,4,3
RESPONSE_32,5.48063892334199,-0.129099444873581,0.0,4.61666666666667,480,4,4
RESPONSE_33,4.69134788222914,-0.317675040241849,-0.253417014989599,4.3302752293578,218,3,3
RESPONSE_34,5.36597601502185,-0.231815266445093,-0.199297832823702,4.3411214953271005,428,3,3
RESPONSE_35,5.2094861528414205,-0.295688508381829,-0.32221908170066804,3.8551912568306,366,4,4
RESPONSE_36,5.62040086571715,-0.248181794051358,-0.4170288281141501,4.21739130434783,276,3,3
RESPONSE_37,4.48300255201388,-0.22549380840084896,-0.260377821961648,5.03389830508475,177,3,3
RESPONSE_38,5.27128869416012,-0.0925291512747007,-0.117041147196131,4.56506849315068,584,4,4
RESPONSE_39,5.257495372027781,-0.102062072615966,0.0,4.66927083333333,384,3,3
RESPONSE_40,5.491001710377541,-0.0786483757639614,-0.101534616513362,4.54432989690722,485,5,4
RESPONSE_41,5.01285505083457,-0.199778147463608,0.0,4.31929046563193,451,3,3
RESPONSE_42,5.0401940963378005,-0.17066403719657194,-0.3686764572048061,4.62459546925566,309,3,4
RESPONSE_43,4.9416424226093,-0.253546276418555,0.0,4.29642857142857,280,4,3
RESPONSE_44,5.38449506278909,-0.20318563844357893,-0.279251949637145,4.36238532110092,436,4,3
RESPONSE_45,3.17805383034795,-0.40824829046386296,-0.629152869605896,4.45833333333333,48,1,1
RESPONSE_46,5.0369526024136295,-0.21320071635561,-0.279145263119541,4.0129870129870095,308,3,3
RESPONSE_47,4.53259949315326,-0.179605302026775,-0.502680984365841,4.18279569892473,186,3,3
RESPONSE_48,5.161924741642482,-0.22070478408769895,-0.288261263221276,4.36389684813754,349,4,4
RESPONSE_49,5.87773578177964,-0.105851224804993,0.0,4.624649859943982,357,5,4
RESPONSE_50,4.95934199970871,-0.236939551103637,0.0,4.5649122807017495,285,3,3
RESPONSE_51,5.03370056702725,-0.235318067376639,-0.18928977492856894,4.1693811074918585,307,3,2
RESPONSE_52,4.7791234931115305,-0.140028008402801,-0.158776837207489,4.55182072829132,357,3,3
RESPONSE_53,5.7868973813667095,-0.0783260449987957,0.0,4.5582822085889605,652,5,4
RESPONSE_54,5.38449506278909,-0.19156525704423005,0.0,4.39678899082569,436,4,4
RESPONSE_55,5.53338948872752,-0.243492376778837,-0.251477845384773,4.80237154150198,253,3,3
RESPONSE_56,5.40941141405362,-0.141895130952121,0.0,4.8791946308724805,447,4,4
RESPONSE_57,4.67749084756772,-0.118124884643724,-0.15249857033260505,5.02325581395349,215,3,3
RESPONSE_58,5.4638318050256105,-0.130188910980824,0.0,4.46610169491525,472,4,4
RESPONSE_59,5.24174701505964,-0.16265001215808894,-0.454256762579498,4.03703703703704,378,3,3
RESPONSE_60,5.105945473900579,-0.134839972492648,-0.325669473639465,4.57575757575758,330,4,4
RESPONSE_61,5.114995309420499,-0.212238179989004,-0.305111607601371,4.489489489489491,333,3,4
RESPONSE_62,5.325446033936291,-0.231361147419526,-0.26563059068111106,4.10948905109489,411,3,3
RESPONSE_63,6.519147287940401,-0.0940720868383597,-0.127374207713181,4.572271386430679,678,6,6
RESPONSE_64,5.96357934361845,-0.0620970299700831,0.0,4.64652956298201,778,4,4
RESPONSE_65,3.9982007016692,-0.287347885566345,0.0,5.08256880733945,109,3,2
RESPONSE_66,5.899897353582491,-0.261711961295107,-0.305205971323477,4.4575342465753405,365,4,4
RESPONSE_67,5.170483995038151,-0.106600358177805,0.0,4.63352272727273,352,4,4
RESPONSE_68,5.79909265446053,-0.0778498944161523,0.0,4.34393939393939,660,3,4
RESPONSE_69,5.8006066592917405,-0.129001753263015,-0.19832887310274,4.47957639939486,661,4,4
RESPONSE_70,4.981320906427481,-0.287018923940964,0.0,4.30663615560641,437,4,3
RESPONSE_71,4.26267987704132,-0.20555661294825894,-0.41959067914834497,4.570422535211269,142,2,2
RESPONSE_72,5.10897119481712,-0.182298185396321,-0.31092882973458896,4.66465256797583,331,4,4
RESPONSE_73,5.105945473900579,-0.233549683248457,-0.369274472937998,4.236363636363641,330,3,4
RESPONSE_74,4.820281565605041,-0.29784169859063503,-0.508000508000762,4.84677419354839,124,2,2
RESPONSE_75,5.04985600724954,-0.196116135138184,-0.325221817793995,4.06089743589744,312,3,3
RESPONSE_76,5.28066243130932,-0.252216636152659,0.0,4.582697201017808,393,4,4
RESPONSE_77,5.9080829381689295,-0.0638442398069062,-0.0521286035142687,4.71195652173913,736,4,5
RESPONSE_78,5.2933048247244905,-0.187552337753985,-0.22416791983111,4.59045226130653,398,3,4
RESPONSE_79,4.89034912822175,-0.173421993904824,-0.26726124191242395,4.45488721804511,266,4,4
RESPONSE_80,4.65078069724014,-0.05643326479831,-0.319234753787049,4.582802547770701,314,4,4
RESPONSE_81,3.98898404656427,-0.235702260395516,-0.52704627669473,3.2407407407407405,54,1,1
RESPONSE_82,5.220355825078321,-0.0900450337781496,-0.164398987305357,4.6972972972973,370,4,4
RESPONSE_83,5.1957307777729405,-0.189765856603368,-0.174559199492389,4.28531855955679,361,4,4
RESPONSE_84,5.41387570718231,-0.2002225932798,0.0,4.2293986636971095,449,4,4
RESPONSE_85,5.21764946348058,-0.172656590094271,-0.0520579206295354,4.62330623306233,369,4,4
RESPONSE_86,6.26530121273771,-0.15104200810677698,-0.272294852489016,4.3212927756654,526,4,4
RESPONSE_87,5.24174701505964,-0.21206967009345104,-0.205737799949456,4.26719576719577,378,3,3
RESPONSE_88,6.08335981181224,-0.147189558897955,-0.0955091976801456,4.72976054732041,877,5,6
RESPONSE_89,5.07829394257007,-0.243290014494323,-0.17650112740455198,4.51401869158879,321,3,3
RESPONSE_90,5.19849703126583,-0.22298824387415,-0.37164707312358297,4.425414364640879,181,3,3
RESPONSE_91,5.59842195899838,-0.0608580619450185,0.0,4.7148148148148215,540,4,4
RESPONSE_92,5.30081424674662,-0.122321680483099,-0.27804088398486,4.38403990024938,401,4,4
RESPONSE_93,5.39362754635236,-0.190692517849118,-0.286038776773678,4.22727272727273,220,2,3
RESPONSE_94,5.7120812774709,-0.0995859195463938,-0.253895273523072,4.30743801652893,605,4,4
RESPONSE_95,4.48863636973214,-0.224859506698758,-0.3671940368172629,4.08426966292135,178,1,2
RESPONSE_96,5.2230548820474905,-0.32835455165155897,-0.315801295470782,3.91374663072776,371,3,3
RESPONSE_97,5.07517381523383,-0.185404962177392,-0.285043856274785,4.528125,320,3,3
RESPONSE_98,5.17897060891547,-0.265372446217138,-0.359968699734758,3.87323943661972,355,4,4
RESPONSE_99,5.5797298259862185,-0.0752354793863279,-0.225706438158984,4.02075471698113,530,3,3
RESPONSE_100,4.59511985013459,-0.201007563051842,-0.201007563051842,4.77777777777778,198,4,3
RESPONSE_101,4.918788616166248,-0.08367329524923198,-0.31640105883090647,4.653360694245869,279,3,3
RESPONSE_102,5.37747151573321,-0.1587168205942022,-0.27014893947230545,4.724949913148605,434,4,4
RESPONSE_103,4.892111017143179,-0.1392801875175425,-0.3006749735095473,4.654320811675878,261,3,3
RESPONSE_104,4.723079342433,-0.20901104404686718,-0.3078493125618784,4.397242437123226,224,3,3
RESPONSE_105,4.645966352068384,-0.12082130659215135,-0.2583245876793123,4.975783199375207,204,3,3
RESPONSE_106,5.465065975875674,-0.20435740079826673,-0.0015795749069711772,4.526371794827584,504,4,4
RESPONSE_107,4.965706929020117,-0.11363941547042211,-0.18025455015829475,4.57340143046316,314,3,3
RESPONSE_108,4.7205689818849885,-0.20675884772825343,-0.06361508954095704,4.99523329792926,237,3,4
RESPONSE_109,5.434386814142545,-0.25986529451298285,-0.22559366203569522,3.8715348644997283,474,3,3
RESPONSE_110,6.285270322709768,-0.33254963880103205,-0.001375991250069592,4.24629834604931,528,2,2
RESPONSE_111,6.165592319533938,-0.14546022836917108,0.00022155959084697825,4.190146504313621,469,3,3
RESPONSE_112,5.3084535528107555,-0.19087656570446143,0.0005489639251680889,4.543903313402335,397,4,4
RESPONSE_113,5.2317638420281,-0.19868133918374636,-0.15877996138588668,4.418046675506115,356,3,3
RESPONSE_114,5.458551243374556,-0.06470852270318823,-0.0007958938323651664,4.567467105308518,484,4,4
RESPONSE_115,4.4241886512012405,-0.38520105939903954,-0.35608547175852845,4.864837706985233,170,2,2
RESPONSE_116,5.311088130806796,-0.14938408631686176,-0.1336804254344433,4.036380262814226,405,3,4
RESPONSE_117,6.096948536400686,-0.28021969252545,-9.465642235259125e-05,3.691675184197831,493,3,3
RESPONSE_118,5.574328182636037,-0.07058295282322744,-0.1690486263700711,4.863153780686836,593,4,5
RESPONSE_119,4.5566511729620105,-0.19460498381258728,-0.3126722018887331,4.196546196520618,185,3,3
RESPONSE_120,4.72914074340382,-0.3079656228658358,-0.18181113120381237,4.46891340069981,232,3,3
RESPONSE_121,4.609700108773976,-0.18676449462537073,-0.0002503602138092688,4.581092873870787,196,3,3
RESPONSE_122,4.852089316410692,-0.19464534606405887,-0.3703551443452912,4.280752782612603,238,3,3
RESPONSE_123,5.340511992805594,-0.18763352076322767,-0.18781700322968817,4.552739091642029,250,3,3
RESPONSE_124,5.459774773852938,-0.10799159818250463,-0.06275129400236999,4.417949622052099,521,4,4
RESPONSE_125,5.690480969731521,-0.10273127766056726,-0.08358453508573804,4.337386389743431,570,4,4
RESPONSE_126,4.909202408902895,-0.15623290200622897,-0.2481733446968701,4.506021905259693,292,3,4
RESPONSE_127,5.495426320310753,-0.0979165568731384,-0.27948639842149836,4.671329360015528,510,4,4
RESPONSE_128,6.005043061379481,-0.16992430861096935,-0.22740158945927197,4.308450052502083,384,4,4
RESPONSE_129,5.221355857926471,-0.19145816094012535,0.0004098307160566024,4.4754524132542075,389,4,4
RESPONSE_130,5.705062634038631,-0.0806167248880774,0.0004303060776907982,4.612494095393959,599,4,4
RESPONSE_131,5.13800427314506,-0.23734198023562647,-0.2086828919376892,4.458264617823093,330,4,3
RESPONSE_132,5.499781524342485,-0.12940789438889239,0.0011751540218018423,4.625524215343247,480,4,4
RESPONSE_133,4.695492661334901,-0.31556646178034703,-0.25738480891728005,4.318492394915499,218,3,3
RESPONSE_134,5.366618894820827,-0.2315527711914587,-0.1987574951615901,4.2324548492921865,428,3,3
RESPONSE_135,5.248529985824587,-0.2960233043259136,-0.32273290915690594,3.8114005791646837,366,4,4
RESPONSE_136,5.616205456265176,-0.24562883317963574,-0.4162640011027068,4.258145607381502,276,3,3
RESPONSE_137,4.47883905437411,-0.22352809645636212,-0.2569382119134297,5.031419096405642,177,3,3
RESPONSE_138,5.334805432864205,-0.09409682719372153,-0.11781165823623599,4.658144717155632,584,4,4
RESPONSE_139,5.24787683761572,-0.10178086362512657,0.0009161997944107991,4.639446939442154,384,3,3
RESPONSE_140,5.505760447005617,-0.07672939617100236,-0.1030870575612911,4.574385568635944,485,5,4
RESPONSE_141,5.067414355527589,-0.20125146583498082,0.0004209907885933485,4.306128523239099,451,3,3
RESPONSE_142,4.990222856346401,-0.16829708334080418,-0.3698460109843676,4.70020105441579,309,3,4
RESPONSE_143,4.972380209054976,-0.2535209038529035,-0.0003938195059140791,4.328411264073803,280,4,3
RESPONSE_144,5.2953664800958,-0.204688974613218,-0.2732285432873661,4.3553366865861545,436,4,3
RESPONSE_145,3.171619158835189,-0.4109828618814131,-0.6252342229301503,4.493463026954399,48,1,1
RESPONSE_146,5.064239928501901,-0.21297534167206753,-0.2805296780270174,3.9240371613480547,308,3,3
RESPONSE_147,4.534629133303021,-0.17981159034889505,-0.5030389548419967,4.176272265325383,186,3,3
RESPONSE_148,5.107959750641561,-0.21874767689530272,-0.2885406632576389,4.381008466336507,349,4,4
RESPONSE_149,5.8147372876361,-0.10552540568012526,0.0005189589910037854,4.634307335358474,357,5,4
RESPONSE_150,5.011928849903473,-0.23867664181960788,-0.0014195998589563144,4.515304250971422,285,3,3
RESPONSE_151,4.995261279543159,-0.2414627750209928,-0.18916902982073774,4.088903689487477,307,3,2
RESPONSE_152,4.8201758746658125,-0.13993645446446504,-0.15874987908147856,4.5417198524390106,357,3,3
RESPONSE_153,5.807844464457312,-0.0789357146716636,0.00048036521113192516,4.570788122075371,652,5,4
RESPONSE_154,5.396123090091687,-0.19052850850740688,-0.0005183264021259889,4.41871814084749,436,4,4
RESPONSE_155,5.531690065783789,-0.2470197084981346,-0.2525020404195863,4.747924320770324,253,3,3
RESPONSE_156,5.322665659196558,-0.14291443474210014,-0.0010100192232039588,4.958268048793898,447,4,4
RESPONSE_157,4.711074921103684,-0.11921224913123171,-0.15123338146577328,4.9200356286196865,215,3,3
RESPONSE_158,5.476959380443143,-0.13090113052138827,-0.0006096558563298874,4.46242592210612,472,4,4
RESPONSE_159,5.232870864503079,-0.1589175691327785,-0.4622530718501322,4.00364050044325,378,3,3
RESPONSE_160,5.109580142712317,-0.13525602158356728,-0.32061253948683144,4.5484384729973755,330,4,4
RESPONSE_161,5.093521735274523,-0.21018061620149292,-0.30795448317823304,4.5202553242247,333,3,4
RESPONSE_162,5.3827927773647515,-0.23374409281452235,-0.267218104446801,4.0787091853407285,411,3,3
RESPONSE_163,6.517289427298536,-0.0948112327205807,-0.12695360134207034,4.572380297545303,678,6,6
RESPONSE_164,6.007359193895808,-0.06322410436987919,-0.0005548139642296516,4.678286147948574,778,4,4
RESPONSE_165,3.9947763822980913,-0.289705118097749,0.0003497713158202486,5.019889252325149,109,3,2
RESPONSE_166,5.894626263346283,-0.26042245657154844,-0.3058988095529482,4.515923628782843,365,4,4
RESPONSE_167,5.224662748262889,-0.1044392837630142,0.0008025123804133728,4.651259864473101,352,4,4
RESPONSE_168,5.844278803112625,-0.0785893542835399,-0.0003679250686023668,4.309871593022227,660,3,4
RESPONSE_169,5.7379266283433035,-0.129273086499849,-0.19955461921407305,4.464918710228102,661,4,4
RESPONSE_170,4.9701724892605865,-0.2852246298807202,-0.0013397015006786325,4.303402662176674,437,4,3
RESPONSE_171,4.291948467390473,-0.2045636791298859,-0.4150377849247746,4.725449205476492,142,2,2
RESPONSE_172,5.071358755167781,-0.18029291584301013,-0.301894946149314,4.6680260288259925,331,4,4
RESPONSE_173,5.1051763639541425,-0.23124132831009803,-0.3758469205336675,4.248915006706539,330,3,4
RESPONSE_174,4.787539684979566,-0.29518644491506346,-0.5150133496826935,4.7026944557647665,124,2,2
RESPONSE_175,5.073186004643178,-0.19605250446101183,-0.32858817782204275,4.057181113391399,312,3,3
RESPONSE_176,5.221162796404406,-0.2523978501508127,-0.00169050687658027,4.579923979700583,393,4,4
RESPONSE_177,6.033321810861046,-0.06301784898188022,-0.05328240694063912,4.737753488622302,736,4,5
RESPONSE_178,5.3790174720294335,-0.19328909407765843,-0.22598664565756277,4.628596178480991,398,3,4
RESPONSE_179,4.92041940068506,-0.17421562697494125,-0.26509829951636277,4.531233134954746,266,4,4
RESPONSE_180,4.609519700655417,-0.05658587327314981,-0.31816334868478263,4.5548830077927756,314,4,4
RESPONSE_181,3.9466557731238225,-0.23666574929665557,-0.5363895117926175,3.2125821261868217,54,1,1
RESPONSE_182,5.265720578587766,-0.08973708206445748,-0.1614557188668088,4.726341126279555,370,4,4
RESPONSE_183,5.199164262406118,-0.18929193749535597,-0.17349931156634626,4.168862408279101,361,4,4
RESPONSE_184,5.459848959333718,-0.19981987215922487,-0.00040164324516208316,4.2555126510180035,449,4,4
RESPONSE_185,5.119145271597595,-0.17115881539644967,-0.05190210141972036,4.623614264112992,369,4,4
RESPONSE_186,6.3039870125148445,-0.15104226062587708,-0.2756254164535808,4.3025482004414775,526,4,4
RESPONSE_187,5.175686861027831,-0.21486380570872984,-0.20380667506964112,4.232803345609543,378,3,3
RESPONSE_188,6.009586601169855,-0.14775646026778888,-0.09462448536671209,4.749416079421529,877,5,6
RESPONSE_189,5.119904434545348,-0.24614172887587013,-0.17817268938751685,4.503211568353783,321,3,3
RESPONSE_190,5.293631262183446,-0.2192407107422868,-0.3725314758360176,4.429379774977941,181,3,3
RESPONSE_191,5.601878763028315,-0.06153711770890188,0.00020142096296177803,4.767709673282672,540,4,4
RESPONSE_192,5.266582941363001,-0.11983461031190364,-0.2736553580392473,4.3745684685045045,401,4,4
RESPONSE_193,5.392298986171343,-0.1896272304451308,-0.2840802474545391,4.192302958899154,220,2,3
RESPONSE_194,5.715903626051941,-0.0994711839474234,-0.249941723230415,4.300713055616408,605,4,4
RESPONSE_195,4.441954917708253,-0.22283940243135292,-0.3646157171147711,4.167608920931242,178,1,2
RESPONSE_196,5.209682498540727,-0.32796642773716594,-0.31619586715316206,3.90703242212857,371,3,3
RESPONSE_197,5.06337966988575,-0.18387059455920907,-0.2849963808375897,4.480911614442209,320,3,3
RESPONSE_198,5.126789743933638,-0.259430364206437,-0.35934962533735537,3.8148668704909827,355,4,4
RESPONSE_199,5.525661768985705,-0.07478428788331598,-0.22370751289848514,3.898900946289304,530,3,3
RESPONSE_200,4.609340569769084,-0.19995532761473275,-0.20189541778000183,4.784332523626739,198,4,3
RESPONSE_201,4.890696833978422,-0.08363529242132459,-0.31490192141786555,4.64627157747443,279,3,3
RESPONSE_202,5.37563634288815,-0.15845446214739115,-0.27329540365990757,4.7679685027649725,434,4,4
RESPONSE_203,4.86156766555642,-0.13914140623440255,-0.30895515968227505,4.696743962584516,261,3,3
RESPONSE_204,4.715991499461418,-0.21426394754402558,-0.3075183864195222,4.43633135750083,224,3,3
RESPONSE_205,4.669141375990851,-0.11990938069338256,-0.258564468842952,4.927806864757849,204,3,3
RESPONSE_206,5.522489428422048,-0.2122510720391036,-0.0006529947782917726,4.569347858726433,504,4,4
RESPONSE_207,5.019397652241924,-0.11368490605615551,-0.17895461814475042,4.563519345963111,314,3,3
RESPONSE_208,4.813184914505544,-0.2060405346137944,-0.06511654693941007,4.8807311859270035,237,3,4
RESPONSE_209,5.418701729003941,-0.2624014257951284,-0.22580039042448807,3.8745885960637416,474,3,3
RESPONSE_210,6.339975616815192,-0.32724961420810855,6.173785357909477e-07,4.25449402316225,528,2,2
RESPONSE_211,6.110503407121785,-0.1476098733864248,-0.0013093915639505714,4.195978904086468,469,3,3
RESPONSE_212,5.290492208360585,-0.18774826564090627,-0.001232270138544389,4.581794392760274,397,4,4
RESPONSE_213,5.097008453572262,-0.1988204339453971,-0.16445276873839224,4.474569426627528,356,3,3
RESPONSE_214,5.523022863276814,-0.064514517746239,0.002084214656098666,4.5511454308262005,484,4,4
RESPONSE_215,4.4118148451932715,-0.3915565724280131,-0.35546898032723223,4.760617491969533,170,2,2
RESPONSE_216,5.290367930371708,-0.14761897658097825,-0.13222134904589314,4.007840392854947,405,3,4
RESPONSE_217,6.193151535358735,-0.28003889146165484,0.00021475532579491274,3.674762065547799,493,3,3
RESPONSE_218,5.746548043309294,-0.0700180342218257,-0.17134214201638948,4.807994669139133,593,4,5
RESPONSE_219,4.576947347045769,-0.19169135669264978,-0.3083801993865496,4.178195989789485,185,3,3
RESPONSE_220,4.779064680386426,-0.30540442576274546,-0.1860150402757342,4.438644479692342,232,3,3
RESPONSE_221,4.539763600413071,-0.18592655906252734,0.0005187484561353012,4.6256866940692225,196,3,3
RESPONSE_222,4.733997482971051,-0.1944507292461859,-0.3662333389560549,4.314354041615088,238,3,3
RESPONSE_223,5.4506917146065685,-0.18931543061460654,-0.19198199911525052,4.656730975564951,250,3,3
RESPONSE_224,5.458682127764484,-0.10599216550540196,-0.06053594386443343,4.423950949676425,521,4,4
RESPONSE_225,5.626536211506162,-0.10025565651626955,-0.08435937902875315,4.399148635068395,570,4,4
RESPONSE_226,4.980942046263076,-0.15306894908803476,-0.24795038042248768,4.423622353160669,292,3,4
RESPONSE_227,5.535614044643602,-0.10030858839907184,-0.2765686802101736,4.6533909062357575,510,4,4
RESPONSE_228,5.942796787095934,-0.1705135005817025,-0.22867048938715726,4.228981295342566,384,4,4
RESPONSE_229,5.305404353832902,-0.1890905455114685,-0.0006479786697715358,4.50534983566215,389,4,4
RESPONSE_230,5.6715938077879855,-0.0829008877930817,0.0003815118172626976,4.635254666652049,599,4,4
RESPONSE_231,5.173604900849305,-0.2421181934475855,-0.20436136868525814,4.385175216990089,330,4,3
RESPONSE_232,5.498056212470209,-0.1291566102872696,0.0014828954297816772,4.669280081026077,480,4,4
RESPONSE_233,4.729385244687233,-0.32216828890803595,-0.25012603977046716,4.251617253049309,218,3,3
RESPONSE_234,5.229105526641137,-0.23166457254208928,-0.20032580150275972,4.319655922437745,428,3,3
RESPONSE_235,5.258759805511047,-0.3009692936383166,-0.3228969531710698,3.8313551953420566,366,4,4
RESPONSE_236,5.548740058621294,-0.24857397649968027,-0.4206322126062014,4.213750916711144,276,3,3
RESPONSE_237,4.459391361473164,-0.2282217265669959,-0.26056485205421603,4.977109886819933,177,3,3
RESPONSE_238,5.298964410022213,-0.09421391783084053,-0.11613614749542352,4.5752222921583465,584,4,4
RESPONSE_239,5.313119955810195,-0.10172224949109811,-0.0022561975058891285,4.632068887974614,384,3,3
RESPONSE_240,5.5151688743497,-0.07826920836126071,-0.1015685030182735,4.551288865137509,485,5,4
RESPONSE_241,5.137450517848309,-0.19795919850871618,0.0005014847292509028,4.368022034434312,451,3,3
RESPONSE_242,4.993152803826558,-0.170478223748263,-0.37144618745429714,4.618099882347924,309,3,4
RESPONSE_243,4.937001088124836,-0.2537171101446886,-0.0004954277080145841,4.246024281317495,280,4,3
RESPONSE_244,5.331864429829996,-0.201519083549608,-0.2766909564127052,4.307419883308694,436,4,3
RESPONSE_245,3.1751635979005672,-0.4100422439046217,-0.6293019740034831,4.468266545601916,48,1,1
RESPONSE_246,5.087493230754122,-0.21307026139830243,-0.27798630657761875,4.040235282133917,308,3,3
RESPONSE_247,4.469437625560663,-0.18012543925919952,-0.5083579218050028,4.190682712144235,186,3,3
RESPONSE_248,5.153930582216271,-0.223003610358311,-0.28765181306726106,4.326970780506847,349,4,4
RESPONSE_249,5.884141407814321,-0.1060355397109696,0.0008250790151386926,4.5578240641279395,357,5,4
RESPONSE_250,4.937824503802121,-0.233914304582324,0.000861599745771921,4.617238351885399,285,3,3
RESPONSE_251,4.986010214583632,-0.2329626538812769,-0.18763836404216383,4.187181037582449,307,3,2
RESPONSE_252,4.786593205811598,-0.13806158403386595,-0.1595169225687501,4.505049741000845,357,3,3
RESPONSE_253,5.743005956030305,-0.077392376954295,0.00126189477102197,4.612484993675554,652,5,4
RESPONSE_254,5.415672261649682,-0.19024355095646742,0.00013108277980199362,4.378246448080558,436,4,4
RESPONSE_255,5.517970694463395,-0.24486658155149993,-0.2529661690511857,4.836128851097915,253,3,3
RESPONSE_256,5.29252323771578,-0.1415125052280382,-0.0008293564277238506,4.822970004312149,447,4,4
RESPONSE_257,4.737139609794021,-0.11698178043918457,-0.1514080381769285,4.984081205188354,215,3,3
RESPONSE_258,5.5462832798130295,-0.13011341001890522,0.00013814418979659474,4.472362272230946,472,4,4
RESPONSE_259,5.200130591950383,-0.16380480556997135,-0.4552522078906043,4.024176868687386,378,3,3
RESPONSE_260,5.1555745186953805,-0.1332133332487251,-0.32963913106348974,4.548004168286978,330,4,4
RESPONSE_261,5.217726653139803,-0.21053860117206605,-0.3069179868749838,4.539130472082162,333,3,4
RESPONSE_262,5.32096874736184,-0.23411069970142503,-0.26611401777495675,4.113224761902354,411,3,3
RESPONSE_263,6.621917167022833,-0.09416424497819004,-0.12729286165376327,4.556233802514267,678,6,6
RESPONSE_264,5.967073913863434,-0.06283057960892187,0.0014837335688878855,4.688415237231123,778,4,4
RESPONSE_265,4.015404493421033,-0.2859388050863119,8.479316510188071e-05,5.075545808903742,109,3,2
RESPONSE_266,5.7915601910575605,-0.26282106578129405,-0.3092207242962449,4.417463665289311,365,4,4
RESPONSE_267,5.152528151857857,-0.10725681621896889,-0.0012939769883854434,4.681368240592403,352,4,4
RESPONSE_268,5.707916940061986,-0.07744299800681478,0.0021233446269846618,4.313883137335946,660,3,4
RESPONSE_269,5.841380666197532,-0.1296710321907877,-0.20036702158185024,4.499392582014857,661,4,4
RESPONSE_270,4.948916020597414,-0.2904945384490198,-0.00022840685220212124,4.3226035906035944,437,4,3
RESPONSE_271,4.315725582139067,-0.20656123141294136,-0.41526129534484874,4.674565687966116,142,2,2
RESPONSE_272,5.121892038991521,-0.18417686095792615,-0.30541818111125807,4.716128548902902,331,4,4
RESPONSE_273,5.109629380669668,-0.23629005817341292,-0.3724542352804065,4.256034373877909,330,3,4
RESPONSE_274,4.85048179291434,-0.2971516228541129,-0.5130476377824987,4.8165763878582535,124,2,2
RESPONSE_275,5.0619234403498705,-0.19168841893672733,-0.3243897356886625,4.003646593544001,312,3,3
RESPONSE_276,5.259276736451545,-0.25104346013974704,-0.00012994806117608553,4.543663662249629,393,4,4
